TransactionID,UserID,CourseID,TransactionDate,Amount,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherID,Expertise,YearsOfExperience,TeacherRating,RatingTier_x,RatingTier_y,RatingTier
TR00207,U0004,C028,2023-08-05,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00208,U0110,C027,2024-07-06,2531,Design,Recorded,Beginner,2531,22,4.38,T024,Business,2,4.83,High,High,High
TR00209,U0192,C033,2024-12-07,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00210,U0121,C019,2023-07-25,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00211,U0089,C031,2024-12-31,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00212,U0160,C016,2023-11-16,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00213,U0087,C016,2024-02-13,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00214,U0157,C033,2024-11-18,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00215,U0076,C021,2024-10-27,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00216,U0010,C037,2024-01-18,5910,Programming,Live,Intermediate,5910,36,4.45,T019,Design,5,4.02,Mid,Mid,Mid
TR00217,U0165,C020,2024-03-24,4709,Programming,Live,Advanced,4709,24,4.21,T011,Programming,10,3.64,Low,Low,Low
TR00218,U0082,C042,2024-06-13,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00219,U0118,C019,2024-04-07,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00220,U0128,C035,2023-05-04,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00221,U0107,C006,2023-09-11,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00222,U0121,C012,2023-08-19,3923,Design,Live,Beginner,3923,30,3.91,T016,Business,7,3.53,Low,Low,Low
TR00223,U0053,C045,2023-03-07,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00224,U0127,C031,2023-12-13,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00225,U0029,C042,2023-01-22,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00226,U0194,C022,2024-08-25,9647,Business,Live,Advanced,9647,32,3.96,T016,Business,7,3.53,Low,Low,Low
TR00227,U0040,C028,2024-07-21,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00228,U0072,C042,2023-08-24,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00229,U0027,C039,2024-08-25,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00230,U0127,C025,2023-08-14,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00231,U0094,C006,2023-01-08,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00232,U0147,C047,2023-03-14,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00233,U0190,C031,2024-12-25,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00234,U0016,C038,2024-10-08,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00235,U0091,C047,2023-03-02,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00236,U0154,C015,2023-08-23,9905,Design,Recorded,Advanced,9905,32,4.64,T015,Marketing,14,3.76,Low,Low,Low
TR00237,U0042,C041,2023-03-11,2256,Programming,Recorded,Intermediate,2256,29,4.32,T028,Business,8,4.25,Mid,Mid,Mid
TR00238,U0013,C036,2023-02-02,2852,Programming,Recorded,Beginner,2852,22,4.41,T019,Design,5,4.02,Mid,Mid,Mid
TR00239,U0024,C045,2023-12-05,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00240,U0027,C014,2023-03-14,5186,Marketing,Recorded,Beginner,5186,32,4.82,T019,Design,5,4.02,Mid,Mid,Mid
TR00241,U0152,C026,2024-06-10,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00242,U0131,C026,2023-09-01,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00243,U0114,C022,2023-10-13,9647,Business,Live,Advanced,9647,32,3.96,T016,Business,7,3.53,Low,Low,Low
TR00244,U0047,C049,2024-11-16,9662,Design,Recorded,Beginner,9662,25,4.76,T009,Design,10,3.68,Low,Low,Low
TR00245,U0026,C008,2024-05-12,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00246,U0150,C048,2023-08-08,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00247,U0152,C017,2024-07-06,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00248,U0021,C006,2023-05-16,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00249,U0137,C050,2024-08-07,9120,Design,Live,Intermediate,9120,10,4.65,T012,Data Science,5,3.64,Low,Low,Low
TR00250,U0076,C010,2024-08-13,2810,Data Science,Recorded,Advanced,2810,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00251,U0199,C039,2024-04-29,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00252,U0198,C009,2023-09-06,4486,Business,Recorded,Beginner,4486,32,3.86,T030,Programming,5,4.53,High,High,High
TR00253,U0018,C009,2024-04-29,4486,Business,Recorded,Beginner,4486,32,3.86,T030,Programming,5,4.53,High,High,High
TR00254,U0148,C035,2024-02-21,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00255,U0147,C049,2023-07-14,9662,Design,Recorded,Beginner,9662,25,4.76,T009,Design,10,3.68,Low,Low,Low
TR00256,U0169,C021,2023-04-07,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00257,U0042,C032,2023-04-10,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00258,U0169,C040,2024-11-05,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00259,U0039,C001,2024-03-17,2365,Programming,Recorded,Intermediate,2365,15,4.54,T020,Business,1,4.2,Mid,Mid,Mid
TR00260,U0031,C035,2023-12-29,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00261,U0007,C039,2024-03-09,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00262,U0075,C004,2024-02-25,8494,Marketing,Recorded,Intermediate,8494,36,4.87,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00263,U0165,C033,2024-04-23,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00264,U0045,C013,2023-02-25,6301,Marketing,Live,Advanced,6301,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00265,U0144,C020,2024-11-20,4709,Programming,Live,Advanced,4709,24,4.21,T011,Programming,10,3.64,Low,Low,Low
TR00266,U0091,C023,2024-10-31,4072,Design,Recorded,Intermediate,4072,33,4.72,T008,Programming,12,3.74,Low,Low,Low
TR00267,U0094,C044,2024-10-23,4486,Design,Recorded,Advanced,4486,17,3.95,T022,Business,10,3.57,Low,Low,Low
TR00268,U0093,C018,2023-04-11,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00269,U0047,C031,2023-03-04,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00270,U0200,C007,2024-02-17,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00271,U0117,C044,2023-12-14,4486,Design,Recorded,Advanced,4486,17,3.95,T022,Business,10,3.57,Low,Low,Low
TR00272,U0049,C031,2023-04-22,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00273,U0042,C029,2023-09-12,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00274,U0183,C048,2023-07-16,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00275,U0154,C023,2023-07-14,4072,Design,Recorded,Intermediate,4072,33,4.72,T008,Programming,12,3.74,Low,Low,Low
TR00276,U0171,C049,2024-07-03,9662,Design,Recorded,Beginner,9662,25,4.76,T009,Design,10,3.68,Low,Low,Low
TR00277,U0169,C008,2024-04-04,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00278,U0198,C002,2023-05-24,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00279,U0083,C040,2024-03-08,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00280,U0120,C042,2023-07-07,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00281,U0096,C002,2023-10-13,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00282,U0182,C012,2024-04-18,3923,Design,Live,Beginner,3923,30,3.91,T016,Business,7,3.53,Low,Low,Low
TR00283,U0127,C011,2023-09-13,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00284,U0023,C025,2023-03-19,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00285,U0125,C040,2024-03-29,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00286,U0089,C009,2024-07-17,4486,Business,Recorded,Beginner,4486,32,3.86,T030,Programming,5,4.53,High,High,High
TR00287,U0164,C033,2023-04-11,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00288,U0008,C047,2023-02-21,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00289,U0127,C036,2024-10-29,2852,Programming,Recorded,Beginner,2852,22,4.41,T019,Design,5,4.02,Mid,Mid,Mid
TR00290,U0141,C034,2024-07-07,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00291,U0070,C002,2023-01-16,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00292,U0003,C005,2023-04-06,5312,Business,Recorded,Advanced,5312,20,4.38,T006,Marketing,8,3.57,Low,Low,Low
TR00293,U0107,C008,2023-08-31,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00294,U0185,C030,2023-06-20,1928,Marketing,Live,Intermediate,1928,6,4.68,T003,Business,14,4.49,Mid,Mid,Mid
TR00295,U0094,C042,2024-02-21,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00296,U0011,C022,2024-05-12,9647,Business,Live,Advanced,9647,32,3.96,T016,Business,7,3.53,Low,Low,Low
TR00297,U0183,C015,2024-05-07,9905,Design,Recorded,Advanced,9905,32,4.64,T015,Marketing,14,3.76,Low,Low,Low
TR00298,U0063,C037,2023-08-07,5910,Programming,Live,Intermediate,5910,36,4.45,T019,Design,5,4.02,Mid,Mid,Mid
TR00299,U0048,C039,2024-02-15,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00300,U0122,C018,2023-03-02,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00301,U0155,C007,2023-06-18,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00302,U0131,C003,2024-01-24,9702,Business,Live,Advanced,9702,14,4.62,T005,Programming,1,4.6,High,High,High
TR00303,U0049,C017,2023-01-03,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00304,U0123,C018,2024-02-04,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00305,U0075,C043,2023-09-29,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00306,U0059,C048,2024-04-10,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00307,U0101,C038,2023-10-20,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00308,U0055,C017,2024-03-09,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00309,U0094,C035,2024-12-14,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00310,U0154,C010,2024-07-23,2810,Data Science,Recorded,Advanced,2810,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00311,U0040,C046,2024-11-08,9053,Design,Recorded,Intermediate,9053,38,4.55,T006,Marketing,8,3.57,Low,Low,Low
TR00312,U0065,C044,2024-05-13,4486,Design,Recorded,Advanced,4486,17,3.95,T022,Business,10,3.57,Low,Low,Low
TR00313,U0195,C017,2023-06-08,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00314,U0109,C029,2023-07-14,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00315,U0127,C008,2023-10-31,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00316,U0030,C016,2023-08-11,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00317,U0132,C001,2023-03-01,2365,Programming,Recorded,Intermediate,2365,15,4.54,T020,Business,1,4.2,Mid,Mid,Mid
TR00318,U0050,C023,2024-08-16,4072,Design,Recorded,Intermediate,4072,33,4.72,T008,Programming,12,3.74,Low,Low,Low
TR00319,U0148,C031,2024-07-09,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00320,U0122,C039,2023-03-04,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00321,U0010,C045,2023-11-18,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00322,U0190,C005,2023-02-28,5312,Business,Recorded,Advanced,5312,20,4.38,T006,Marketing,8,3.57,Low,Low,Low
TR00323,U0061,C002,2023-02-21,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00324,U0167,C023,2024-08-21,4072,Design,Recorded,Intermediate,4072,33,4.72,T008,Programming,12,3.74,Low,Low,Low
TR00325,U0006,C047,2024-05-03,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00326,U0010,C016,2024-05-29,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00327,U0180,C007,2024-06-27,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00328,U0082,C047,2023-06-11,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00329,U0139,C046,2023-02-28,9053,Design,Recorded,Intermediate,9053,38,4.55,T006,Marketing,8,3.57,Low,Low,Low
TR00330,U0049,C007,2024-06-04,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00331,U0111,C022,2023-03-24,9647,Business,Live,Advanced,9647,32,3.96,T016,Business,7,3.53,Low,Low,Low
TR00332,U0178,C016,2023-07-10,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00333,U0012,C032,2023-03-12,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00334,U0111,C005,2024-09-01,5312,Business,Recorded,Advanced,5312,20,4.38,T006,Marketing,8,3.57,Low,Low,Low
TR00335,U0031,C028,2023-03-11,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00336,U0156,C007,2024-11-22,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00337,U0165,C040,2023-08-29,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00338,U0077,C017,2024-02-18,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00339,U0147,C044,2023-05-03,4486,Design,Recorded,Advanced,4486,17,3.95,T022,Business,10,3.57,Low,Low,Low
TR00340,U0180,C011,2024-08-06,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00341,U0127,C027,2023-09-10,2531,Design,Recorded,Beginner,2531,22,4.38,T024,Business,2,4.83,High,High,High
TR00342,U0181,C026,2024-08-15,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00343,U0141,C048,2024-08-31,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00344,U0017,C035,2023-02-10,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00345,U0075,C021,2024-09-26,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00346,U0053,C040,2023-03-25,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00347,U0026,C016,2024-03-05,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00348,U0084,C021,2024-11-04,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00349,U0032,C012,2024-08-20,3923,Design,Live,Beginner,3923,30,3.91,T016,Business,7,3.53,Low,Low,Low
TR00350,U0172,C006,2024-08-01,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00351,U0039,C035,2024-06-19,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00352,U0082,C024,2023-11-20,7530,Design,Recorded,Beginner,7530,17,4.95,T004,Programming,3,4.15,Mid,Mid,Mid
TR00353,U0131,C037,2023-09-25,5910,Programming,Live,Intermediate,5910,36,4.45,T019,Design,5,4.02,Mid,Mid,Mid
TR00354,U0063,C020,2023-07-29,4709,Programming,Live,Advanced,4709,24,4.21,T011,Programming,10,3.64,Low,Low,Low
TR00355,U0092,C050,2024-11-16,9120,Design,Live,Intermediate,9120,10,4.65,T012,Data Science,5,3.64,Low,Low,Low
TR00356,U0037,C013,2023-11-18,6301,Marketing,Live,Advanced,6301,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00357,U0052,C025,2023-09-02,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00358,U0178,C038,2023-09-29,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00359,U0011,C049,2024-02-10,9662,Design,Recorded,Beginner,9662,25,4.76,T009,Design,10,3.68,Low,Low,Low
TR00360,U0067,C035,2023-05-15,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00361,U0164,C035,2024-11-18,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00362,U0059,C033,2024-10-22,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00363,U0113,C011,2023-11-04,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00364,U0088,C024,2024-04-13,7530,Design,Recorded,Beginner,7530,17,4.95,T004,Programming,3,4.15,Mid,Mid,Mid
TR00365,U0094,C022,2023-11-20,9647,Business,Live,Advanced,9647,32,3.96,T016,Business,7,3.53,Low,Low,Low
TR00366,U0052,C010,2023-03-16,2810,Data Science,Recorded,Advanced,2810,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00367,U0160,C039,2023-01-10,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00368,U0044,C001,2024-04-14,2365,Programming,Recorded,Intermediate,2365,15,4.54,T020,Business,1,4.2,Mid,Mid,Mid
TR00369,U0002,C019,2024-09-28,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00370,U0013,C045,2024-07-30,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00371,U0200,C008,2023-04-13,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00372,U0118,C042,2023-03-17,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00373,U0054,C041,2024-07-04,2256,Programming,Recorded,Intermediate,2256,29,4.32,T028,Business,8,4.25,Mid,Mid,Mid
TR00374,U0129,C049,2023-08-07,9662,Design,Recorded,Beginner,9662,25,4.76,T009,Design,10,3.68,Low,Low,Low
TR00375,U0141,C026,2024-06-02,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00376,U0183,C042,2023-09-29,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00377,U0015,C049,2023-05-16,9662,Design,Recorded,Beginner,9662,25,4.76,T009,Design,10,3.68,Low,Low,Low
TR00378,U0183,C006,2023-12-24,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00379,U0048,C035,2023-03-12,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00380,U0114,C021,2023-09-08,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00381,U0022,C025,2024-01-14,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00382,U0140,C032,2023-10-19,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00383,U0092,C025,2023-06-11,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00384,U0054,C002,2024-03-24,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00385,U0013,C042,2024-07-10,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00386,U0141,C040,2024-12-21,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00387,U0089,C028,2023-11-06,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00388,U0137,C009,2024-09-18,4486,Business,Recorded,Beginner,4486,32,3.86,T030,Programming,5,4.53,High,High,High
TR00389,U0111,C024,2024-10-31,7530,Design,Recorded,Beginner,7530,17,4.95,T004,Programming,3,4.15,Mid,Mid,Mid
TR00390,U0021,C031,2024-06-25,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00391,U0106,C029,2023-01-09,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00392,U0169,C021,2024-11-14,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00393,U0095,C036,2024-07-21,2852,Programming,Recorded,Beginner,2852,22,4.41,T019,Design,5,4.02,Mid,Mid,Mid
TR00394,U0095,C022,2023-11-03,9647,Business,Live,Advanced,9647,32,3.96,T016,Business,7,3.53,Low,Low,Low
TR00395,U0162,C005,2024-11-10,5312,Business,Recorded,Advanced,5312,20,4.38,T006,Marketing,8,3.57,Low,Low,Low
TR00396,U0052,C016,2023-04-17,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00397,U0071,C043,2023-05-18,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00398,U0100,C026,2023-09-28,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00399,U0178,C042,2023-04-29,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00400,U0189,C032,2023-04-20,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00401,U0082,C012,2024-07-20,3923,Design,Live,Beginner,3923,30,3.91,T016,Business,7,3.53,Low,Low,Low
TR00402,U0070,C002,2023-06-09,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00403,U0105,C003,2023-10-06,9702,Business,Live,Advanced,9702,14,4.62,T005,Programming,1,4.6,High,High,High
TR00404,U0185,C003,2023-10-16,9702,Business,Live,Advanced,9702,14,4.62,T005,Programming,1,4.6,High,High,High
TR00405,U0036,C014,2024-09-11,5186,Marketing,Recorded,Beginner,5186,32,4.82,T019,Design,5,4.02,Mid,Mid,Mid
TR00406,U0163,C040,2023-08-04,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00407,U0167,C027,2023-12-18,2531,Design,Recorded,Beginner,2531,22,4.38,T024,Business,2,4.83,High,High,High
TR00408,U0159,C038,2023-07-28,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00409,U0031,C048,2024-12-04,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00410,U0185,C015,2024-10-11,9905,Design,Recorded,Advanced,9905,32,4.64,T015,Marketing,14,3.76,Low,Low,Low
TR00411,U0184,C036,2023-09-28,2852,Programming,Recorded,Beginner,2852,22,4.41,T019,Design,5,4.02,Mid,Mid,Mid
TR00412,U0132,C047,2024-06-01,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00413,U0054,C007,2024-05-15,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00414,U0198,C041,2023-09-15,2256,Programming,Recorded,Intermediate,2256,29,4.32,T028,Business,8,4.25,Mid,Mid,Mid
TR00415,U0149,C022,2023-02-22,9647,Business,Live,Advanced,9647,32,3.96,T016,Business,7,3.53,Low,Low,Low
TR00416,U0065,C027,2023-04-05,2531,Design,Recorded,Beginner,2531,22,4.38,T024,Business,2,4.83,High,High,High
