TransactionID,UserID,CourseID,TransactionDate,Amount
TR00635,U0045,C026,2024-04-01,2214
TR00636,U0053,C036,2023-06-12,2852
TR00637,U0170,C004,2024-05-01,8494
TR00638,U0185,C022,2024-04-05,9647
TR00639,U0017,C031,2023-09-23,6029
TR00640,U0153,C017,2023-09-11,5268
TR00641,U0103,C045,2024-10-14,4584
TR00642,U0074,C006,2023-10-11,2324
TR00643,U0138,C050,2024-06-17,9120
TR00644,U0034,C023,2024-05-11,4072
TR00645,U0200,C022,2024-10-03,9647
TR00646,U0198,C044,2023-09-02,4486
TR00647,U0159,C026,2023-10-09,2214
TR00648,U0058,C039,2024-03-26,6348
TR00649,U0136,C001,2023-03-21,2365
TR00650,U0184,C008,2024-12-31,8419
TR00651,U0116,C027,2023-10-20,2531
TR00652,U0057,C032,2023-08-29,1133
TR00653,U0170,C049,2023-10-06,9662
TR00654,U0105,C048,2023-12-10,3703
TR00655,U0120,C036,2023-11-24,2852
TR00656,U0074,C043,2024-07-07,6645
TR00657,U0154,C012,2023-03-24,3923
TR00658,U0136,C001,2023-05-22,2365
TR00659,U0198,C026,2023-06-04,2214
TR00660,U0167,C043,2023-08-25,6645
TR00661,U0021,C043,2024-01-28,6645
TR00662,U0008,C006,2024-12-11,2324
TR00663,U0110,C044,2023-06-06,4486
TR00664,U0164,C039,2024-12-24,6348
TR00665,U0085,C007,2023-08-08,4141
TR00666,U0097,C043,2023-03-07,6645
TR00667,U0026,C004,2024-02-29,8494
TR00668,U0016,C048,2024-02-22,3703
TR00669,U0032,C015,2023-12-05,9905
TR00670,U0048,C031,2024-07-09,6029
TR00671,U0116,C023,2024-04-22,4072
TR00672,U0021,C021,2024-03-01,7619
TR00673,U0070,C049,2023-03-05,9662
TR00674,U0058,C047,2023-07-31,4330
TR00675,U0127,C040,2024-03-06,7190
TR00676,U0024,C044,2024-02-03,4486
TR00677,U0052,C005,2024-08-21,5312
TR00678,U0048,C014,2024-12-13,5186
TR00679,U0175,C031,2023-01-21,6029
TR00680,U0085,C024,2024-08-12,7530
TR00681,U0010,C017,2024-01-25,5268
TR00682,U0116,C033,2024-05-03,3105
TR00683,U0078,C012,2023-01-07,3923
TR00684,U0177,C044,2023-12-27,4486
TR00685,U0020,C042,2023-11-02,4376
TR00686,U0162,C024,2024-02-04,7530
TR00687,U0161,C025,2024-03-05,1504
TR00688,U0187,C049,2024-07-05,9662
TR00689,U0163,C023,2024-07-13,4072
TR00690,U0162,C014,2024-09-09,5186
TR00691,U0094,C035,2023-08-14,7316
TR00692,U0078,C030,2024-05-14,1928
TR00693,U0140,C042,2023-08-13,4376
TR00694,U0188,C040,2023-10-07,7190
TR00695,U0012,C010,2024-03-22,2810
TR00696,U0155,C022,2024-05-12,9647
TR00697,U0101,C034,2023-01-30,4627
TR00698,U0017,C029,2024-02-03,1823
TR00699,U0088,C041,2023-12-11,2256
TR00700,U0016,C001,2024-11-15,2365
TR00701,U0171,C015,2024-11-26,9905
TR00702,U0183,C002,2024-02-19,9691
TR00703,U0172,C037,2023-06-19,5910
TR00704,U0192,C013,2024-04-23,6301
TR00705,U0131,C020,2023-05-11,4709
TR00706,U0134,C044,2024-09-29,4486
TR00707,U0167,C036,2024-06-30,2852
TR00708,U0090,C036,2023-01-28,2852
TR00709,U0031,C035,2024-02-08,7316
TR00710,U0197,C015,2024-08-29,9905
TR00711,U0188,C029,2024-07-31,1823
TR00712,U0026,C001,2024-11-09,2365
TR00713,U0003,C019,2023-01-28,5849
TR00714,U0030,C031,2023-03-27,6029
TR00715,U0107,C009,2024-10-20,4486
TR00716,U0174,C045,2024-03-14,4584
TR00717,U0025,C002,2023-05-19,9691
TR00718,U0092,C026,2024-04-17,2214
TR00719,U0106,C046,2023-07-06,9053
TR00720,U0020,C016,2023-02-21,6977
TR00721,U0047,C003,2023-09-24,9702
TR00722,U0141,C011,2024-01-24,7588
TR00723,U0173,C020,2023-12-02,4709
TR00724,U0116,C037,2023-08-05,5910
TR00725,U0129,C011,2024-04-10,7588
TR00726,U0007,C016,2023-12-01,6977
TR00727,U0132,C020,2023-12-12,4709
TR00728,U0010,C036,2024-01-24,2852
TR00729,U0113,C025,2023-10-12,1504
TR00730,U0187,C027,2024-03-07,2531
TR00731,U0043,C011,2023-09-16,7588
TR00732,U0056,C041,2023-03-25,2256
TR00733,U0088,C014,2024-04-26,5186
TR00734,U0108,C027,2023-01-20,2531
TR00735,U0157,C011,2024-07-06,7588
TR00736,U0051,C011,2023-02-23,7588
TR00737,U0038,C045,2023-12-25,4584
TR00738,U0006,C002,2023-08-18,9691
TR00739,U0114,C009,2024-10-27,4486
TR00740,U0167,C012,2023-03-12,3923
TR00741,U0037,C019,2024-10-29,5849
TR00742,U0171,C015,2023-02-11,9905
TR00743,U0113,C039,2023-02-01,6348
TR00744,U0196,C050,2023-09-11,9120
TR00745,U0056,C034,2023-07-24,4627
TR00746,U0130,C028,2023-01-21,8576
TR00747,U0182,C015,2024-09-28,9905
TR00748,U0148,C035,2023-06-06,7316
TR00749,U0047,C045,2023-09-02,4584
TR00750,U0069,C046,2023-05-10,9053
TR00751,U0158,C023,2024-04-29,4072
TR00752,U0113,C044,2024-11-16,4486
TR00753,U0133,C046,2023-04-28,9053
TR00754,U0133,C018,2024-07-31,5748
TR00755,U0063,C016,2023-08-12,6977
TR00756,U0152,C009,2024-04-21,4486
TR00757,U0051,C020,2024-12-17,4709
TR00758,U0155,C024,2023-09-20,7530
TR00759,U0029,C004,2024-01-13,8494
TR00760,U0016,C009,2023-06-21,4486
TR00761,U0025,C023,2024-09-12,4072
TR00762,U0078,C010,2024-09-13,2810
TR00763,U0146,C018,2023-04-28,5748
TR00764,U0093,C024,2023-06-17,7530
TR00765,U0073,C030,2023-11-15,1928
TR00766,U0105,C003,2023-04-21,9702
TR00767,U0023,C038,2024-08-15,5175
TR00768,U0170,C025,2023-01-27,1504
TR00769,U0112,C037,2023-11-16,5910
TR00770,U0151,C028,2024-08-12,8576
TR00771,U0083,C036,2024-11-24,2852
TR00772,U0166,C037,2024-01-20,5910
TR00773,U0042,C021,2024-02-11,7619
TR00774,U0181,C050,2023-07-23,9120
TR00775,U0119,C044,2023-03-19,4486
TR00776,U0148,C020,2024-08-29,4709
TR00777,U0199,C028,2024-12-08,8576
TR00778,U0165,C042,2024-10-04,4376
TR00779,U0196,C008,2023-09-06,8419
TR00780,U0018,C048,2023-04-15,3703
TR00781,U0151,C003,2024-12-14,9702
TR00782,U0180,C004,2023-11-05,8494
TR00783,U0024,C028,2024-12-01,8576
TR00784,U0171,C034,2024-09-06,4627
TR00785,U0017,C035,2023-05-04,7316
TR00786,U0190,C014,2024-08-02,5186
TR00787,U0050,C003,2023-02-12,9702
TR00788,U0186,C011,2023-12-22,7588
TR00789,U0129,C028,2024-06-29,8576
TR00790,U0040,C047,2024-03-14,4330
TR00791,U0018,C035,2024-11-08,7316
TR00792,U0198,C040,2024-01-15,7190
TR00793,U0103,C005,2023-03-12,5312
TR00794,U0066,C032,2024-06-02,1133
TR00795,U0029,C034,2024-10-25,4627
TR00796,U0166,C043,2023-12-16,6645
TR00797,U0005,C012,2023-01-13,3923
TR00798,U0159,C040,2024-03-06,7190
TR00799,U0029,C027,2024-05-16,2531
TR00800,U0085,C015,2023-04-19,9905
TR00801,U0086,C007,2024-03-19,4141
TR00802,U0123,C021,2024-01-06,7619
TR00803,U0034,C050,2024-10-12,9120
TR00804,U0041,C040,2024-04-15,7190
TR00805,U0085,C028,2024-12-25,8576
TR00806,U0030,C009,2023-06-06,4486
TR00807,U0067,C005,2024-03-21,5312
TR00808,U0011,C048,2023-06-30,3703
TR00809,U0190,C003,2024-06-18,9702
TR00810,U0154,C043,2024-10-28,6645
TR00811,U0043,C040,2023-10-04,7190
TR00812,U0148,C013,2024-09-22,6301
TR00813,U0173,C001,2024-07-05,2365
TR00814,U0088,C017,2024-05-10,5268
TR00815,U0091,C046,2024-04-21,9053
TR00816,U0200,C043,2024-03-22,6645
TR00817,U0024,C034,2024-08-29,4627
TR00818,U0159,C024,2023-10-02,7530
TR00819,U0088,C017,2023-11-27,5268
TR00820,U0001,C023,2023-09-09,4072
TR00821,U0137,C047,2023-03-30,4330
TR00822,U0016,C010,2023-10-13,2810
TR00823,U0057,C043,2024-04-06,6645
TR00824,U0097,C003,2023-09-07,9702
TR00825,U0022,C036,2024-04-20,2852
TR00826,U0036,C050,2024-08-06,9120
TR00827,U0126,C033,2024-09-16,3105
TR00828,U0185,C002,2024-11-15,9691
TR00829,U0022,C048,2024-01-24,3703
TR00830,U0074,C033,2023-12-11,3105
TR00831,U0164,C036,2023-01-30,2852
TR00832,U0032,C016,2024-05-21,6977
TR00833,U0057,C019,2023-11-29,5849
TR00834,U0068,C025,2023-07-06,1504
TR00835,U0046,C004,2024-05-14,8494
TR00836,U0160,C041,2023-08-06,2256
TR00837,U0016,C026,2023-12-30,2214
TR00838,U0183,C032,2023-09-22,1133
TR00839,U0152,C014,2023-12-15,5186
TR00840,U0129,C046,2023-10-14,9053
TR00841,U0181,C022,2024-09-02,9647
TR00842,U0199,C013,2024-12-19,6301
TR00843,U0098,C034,2023-10-10,4627
TR00844,U0075,C034,2024-07-23,4627
TR00845,U0197,C017,2023-01-11,5268
TR00846,U0045,C028,2024-06-13,8576
TR00847,U0061,C023,2023-07-15,4072
TR00848,U0012,C030,2023-03-29,1928
TR00849,U0022,C047,2023-09-05,4330
TR00850,U0041,C010,2024-02-21,2810
TR00851,U0037,C003,2024-05-15,9702
TR00852,U0070,C011,2024-07-22,7588
TR00853,U0100,C007,2023-09-04,4141
TR00854,U0025,C050,2024-12-08,9120
TR00855,U0078,C035,2024-05-02,7316
TR00856,U0095,C034,2024-10-23,4627
TR00857,U0022,C002,2024-12-29,9691
TR00858,U0067,C011,2024-05-17,7588
TR00859,U0118,C033,2024-04-03,3105
TR00860,U0082,C023,2023-01-18,4072
TR00861,U0153,C010,2023-04-06,2810
TR00862,U0185,C006,2023-10-29,2324
TR00863,U0115,C020,2023-08-15,4709
TR00864,U0070,C042,2024-02-19,4376
TR00865,U0027,C041,2024-12-09,2256
TR00866,U0077,C033,2023-09-07,3105
TR00867,U0045,C025,2023-11-10,1504
TR00868,U0136,C023,2024-11-10,4072
TR00869,U0078,C030,2024-08-18,1928
TR00870,U0175,C048,2024-01-13,3703
TR00871,U0058,C018,2024-04-29,5748
TR00872,U0108,C025,2024-07-20,1504
TR00873,U0130,C050,2024-06-27,9120
TR00874,U0184,C039,2023-12-19,6348
TR00875,U0042,C048,2024-03-11,3703
TR00876,U0020,C039,2024-07-17,6348
TR00877,U0160,C004,2023-12-05,8494
TR00878,U0078,C042,2023-12-27,4376
TR00879,U0200,C020,2024-12-20,4709
TR00880,U0095,C045,2024-04-09,4584
TR00881,U0007,C039,2023-10-05,6348
TR00882,U0123,C031,2023-11-10,6029
TR00883,U0034,C026,2023-09-15,2214
TR00884,U0022,C004,2023-08-25,8494
TR00885,U0089,C039,2023-05-04,6348
TR00886,U0118,C041,2023-07-17,2256
TR00887,U0043,C016,2023-11-20,6977
TR00888,U0194,C042,2023-05-03,4376
TR00889,U0187,C016,2024-07-02,6977
TR00890,U0036,C001,2024-12-07,2365
TR00891,U0052,C025,2023-07-09,1504
TR00892,U0034,C021,2023-07-16,7619
TR00893,U0018,C007,2023-08-10,4141
TR00894,U0031,C035,2024-05-10,7316
TR00895,U0002,C036,2023-10-11,2852
TR00896,U0079,C001,2024-08-26,2365
TR00897,U0157,C041,2024-06-21,2256
TR00898,U0152,C049,2024-09-03,9662
TR00899,U0194,C013,2023-10-17,6301
TR00900,U0191,C015,2023-04-13,9905
TR00901,U0004,C005,2023-07-18,5312
TR00902,U0039,C050,2023-10-31,9120
TR00903,U0118,C046,2023-08-21,9053
TR00904,U0195,C032,2024-01-05,1133
TR00905,U0135,C036,2023-07-03,2852
TR00906,U0071,C021,2023-11-06,7619
TR00907,U0122,C016,2023-01-15,6977
TR00908,U0027,C045,2024-12-26,4584
TR00909,U0175,C006,2024-06-30,2324
TR00910,U0199,C038,2023-05-10,5175
TR00911,U0021,C005,2023-10-08,5312
TR00912,U0163,C008,2023-02-16,8419
TR00913,U0088,C041,2023-02-25,2256
TR00914,U0177,C007,2024-07-20,4141
TR00915,U0008,C050,2023-10-27,9120
TR00916,U0179,C012,2024-12-15,3923
TR00917,U0095,C035,2023-05-10,7316
TR00918,U0053,C009,2024-10-15,4486
TR00919,U0166,C049,2024-05-17,9662
TR00920,U0014,C046,2023-04-16,9053
TR00921,U0186,C002,2023-01-13,9691
TR00922,U0007,C044,2024-08-10,4486
TR00923,U0091,C036,2023-10-19,2852
TR00924,U0050,C006,2024-04-25,2324
TR00925,U0013,C020,2024-05-05,4709
TR00926,U0101,C026,2024-03-27,2214
TR00927,U0163,C040,2023-12-15,7190
TR00928,U0161,C017,2023-07-08,5268
TR00929,U0188,C009,2023-02-22,4486
TR00930,U0120,C023,2023-09-16,4072
TR00931,U0104,C014,2024-05-04,5186
TR00932,U0093,C044,2023-04-27,4486
TR00933,U0044,C028,2023-03-08,8576
TR00934,U0093,C032,2024-02-15,1133
TR00935,U0189,C043,2024-05-18,6645
TR00936,U0182,C012,2023-03-17,3923
TR00937,U0029,C029,2024-08-13,1823
TR00938,U0109,C017,2024-10-06,5268
TR00939,U0014,C007,2024-12-03,4141
TR00940,U0080,C012,2023-02-24,3923
TR00941,U0038,C006,2023-06-05,2324
TR00942,U0099,C012,2023-06-02,3923
TR00943,U0028,C017,2024-07-30,5268
TR00944,U0163,C045,2023-11-08,4584
TR00945,U0197,C021,2023-03-29,7619
TR00946,U0105,C025,2023-09-12,1504
TR00947,U0056,C049,2023-05-02,9662
TR00948,U0080,C015,2024-07-25,9905
TR00949,U0195,C029,2024-03-02,1823
TR00950,U0181,C002,2024-09-12,9691
TR00951,U0102,C020,2024-09-02,4709
TR00952,U0019,C033,2024-09-25,3105
TR00953,U0020,C007,2023-08-20,4141
TR00954,U0182,C015,2024-06-19,9905
TR00955,U0017,C003,2024-01-25,9702
TR00956,U0093,C029,2024-04-06,1823
TR00957,U0122,C014,2024-03-29,5186
TR00958,U0047,C008,2023-11-01,8419
TR00959,U0139,C048,2024-08-25,3703
TR00960,U0025,C044,2024-03-15,4486
TR00961,U0078,C031,2023-11-09,6029
TR00962,U0124,C034,2024-08-05,4627
TR00963,U0109,C032,2024-09-27,1133
TR00964,U0178,C037,2023-03-03,5910
TR00965,U0117,C003,2024-09-16,9702
TR00966,U0050,C002,2023-04-12,9691
TR00967,U0035,C007,2023-08-01,4141
TR00968,U0100,C036,2024-10-02,2852
TR00969,U0076,C015,2023-08-05,9905
TR00970,U0118,C031,2023-09-28,6029
TR00971,U0173,C028,2024-11-07,8576
TR00972,U0200,C042,2023-03-25,4376
TR00973,U0077,C032,2023-06-10,1133
TR00974,U0094,C020,2023-09-03,4709
TR00975,U0010,C045,2023-06-27,4584
TR00976,U0086,C012,2024-07-19,3923
TR00977,U0010,C042,2023-03-18,4376
TR00978,U0036,C041,2023-06-10,2256
TR00979,U0188,C031,2023-01-03,6029
TR00980,U0030,C004,2024-02-23,8494
TR00981,U0013,C009,2024-04-06,4486
TR00982,U0026,C011,2024-12-06,7588
TR00983,U0127,C019,2024-08-31,5849
TR00984,U0062,C017,2024-04-26,5268
TR00985,U0194,C044,2023-10-26,4486
TR00986,U0139,C015,2023-02-03,9905
TR00987,U0178,C024,2023-08-26,7530
TR00988,U0167,C021,2023-10-23,7619
TR00989,U0091,C035,2024-12-24,7316
TR00990,U0079,C037,2023-10-17,5910
TR00991,U0096,C032,2024-12-20,1133
TR00992,U0163,C045,2024-04-09,4584
TR00993,U0037,C041,2023-03-14,2256
TR00994,U0100,C026,2024-12-04,2214
TR00995,U0133,C002,2023-08-28,9691
TR00996,U0120,C023,2023-09-28,4072
TR00997,U0135,C026,2024-10-02,2214
TR00998,U0169,C036,2024-08-26,2852
TR00999,U0086,C018,2024-11-08,5748
TR01000,U0029,C020,2023-07-22,4709
TR01001,U0123,C017,2024-03-11,5268
TR01002,U0072,C009,2023-04-28,4486
TR01003,U0149,C044,2024-07-11,4486
TR01004,U0059,C037,2023-08-19,5910
TR01005,U0021,C044,2024-10-25,4486
TR01006,U0001,C021,2023-06-02,7619
TR01007,U0030,C038,2023-09-30,5175
TR01008,U0127,C032,2023-05-26,1133
TR01009,U0095,C029,2023-03-15,1823
TR01010,U0047,C041,2023-03-03,2256
TR01011,U0102,C011,2023-06-19,7588
TR01012,U0152,C040,2023-11-11,7190
TR01013,U0088,C042,2024-09-01,4376
TR01014,U0195,C017,2024-08-05,5268
TR01015,U0028,C041,2023-10-23,2256
TR01016,U0127,C014,2024-03-25,5186
TR01017,U0097,C026,2023-05-08,2214
TR01018,U0104,C003,2024-04-24,9702
TR01019,U0013,C043,2024-12-06,6645
TR01020,U0194,C050,2023-11-08,9120
TR01021,U0028,C019,2024-12-17,5849
TR01022,U0122,C019,2024-02-17,5849
TR01023,U0135,C033,2023-10-06,3105
TR01024,U0126,C025,2024-05-27,1504
TR01025,U0012,C027,2024-07-06,2531
TR01026,U0067,C050,2024-05-20,9120
TR01027,U0166,C045,2024-03-24,4584
TR01028,U0038,C011,2023-03-24,7588
TR01029,U0144,C036,2024-09-04,2852
TR01030,U0194,C015,2023-02-10,9905
TR01031,U0054,C023,2024-03-18,4072
TR01032,U0092,C045,2023-11-27,4584
TR01033,U0099,C048,2024-09-10,3703
TR01034,U0045,C043,2023-09-14,6645
TR01035,U0046,C038,2023-01-27,5175
TR01036,U0017,C050,2023-04-04,9120
TR01037,U0113,C037,2023-08-23,5910
TR01038,U0185,C040,2024-11-21,7190
TR01039,U0090,C041,2024-08-12,2256
TR01040,U0057,C012,2024-08-24,3923
TR01041,U0018,C044,2023-01-22,4486
TR01042,U0099,C018,2024-11-19,5748
TR01043,U0050,C017,2023-10-03,5268
TR01044,U0039,C007,2024-08-13,4141
TR01045,U0072,C028,2023-02-11,8576
TR01046,U0076,C023,2023-06-29,4072
TR01047,U0184,C020,2024-04-26,4709
TR01048,U0168,C039,2024-06-15,6348
TR01049,U0019,C017,2024-10-29,5268
TR01050,U0021,C030,2024-03-28,1928
TR01051,U0197,C007,2023-10-12,4141
TR01052,U0029,C038,2023-07-05,5175
TR01053,U0151,C019,2024-08-22,5849
TR01054,U0172,C040,2024-03-22,7190
TR01055,U0184,C012,2024-10-12,3923
TR01056,U0156,C047,2024-05-18,4330
TR01057,U0189,C041,2023-04-04,2256
TR01058,U0165,C026,2024-04-26,2214
TR01059,U0176,C045,2023-12-23,4584
TR01060,U0020,C042,2024-02-23,4376
TR01061,U0043,C050,2023-12-08,9120
TR01062,U0112,C050,2023-11-25,9120
TR01063,U0034,C021,2024-11-17,7619
TR01064,U0194,C016,2023-04-18,6977
TR01065,U0060,C017,2023-06-14,5268
TR01066,U0079,C040,2023-12-04,7190
TR01067,U0112,C044,2024-02-26,4486
TR01068,U0183,C031,2024-12-11,6029
TR01069,U0067,C020,2024-05-22,4709
TR01070,U0094,C013,2023-10-23,6301
TR01071,U0150,C046,2024-11-09,9053
TR01072,U0146,C003,2024-02-15,9702
TR01073,U0112,C011,2024-07-17,7588
TR01074,U0080,C033,2023-02-07,3105
TR01075,U0097,C003,2024-04-10,9702
TR01076,U0146,C005,2023-04-01,5312
TR01077,U0125,C032,2023-11-19,1133
TR01078,U0142,C043,2023-09-16,6645
TR01079,U0127,C012,2023-11-28,3923
TR01080,U0190,C031,2023-04-29,6029
TR01081,U0095,C014,2024-02-18,5186
TR01082,U0151,C030,2024-06-10,1928
TR01083,U0056,C019,2023-01-02,5849
TR01084,U0013,C045,2024-11-04,4584
TR01085,U0098,C033,2024-07-09,3105
TR01086,U0065,C022,2024-04-18,9647
TR01087,U0018,C041,2024-02-28,2256
TR01088,U0174,C043,2023-02-25,6645
TR01089,U0054,C038,2023-07-12,5175
TR01090,U0175,C048,2024-06-14,3703
TR01091,U0006,C040,2024-01-06,7190
TR01092,U0198,C013,2024-09-29,6301
TR01093,U0064,C004,2024-05-25,8494
TR01094,U0029,C043,2024-10-02,6645
TR01095,U0030,C005,2024-03-28,5312
TR01096,U0143,C009,2023-02-22,4486
TR01097,U0131,C040,2023-07-28,7190
TR01098,U0022,C048,2023-10-01,3703
TR01099,U0091,C043,2024-07-16,6645
TR01100,U0005,C039,2023-05-15,6348
TR01101,U0159,C009,2023-10-22,4486
TR01102,U0011,C047,2024-03-24,4330
TR01103,U0140,C034,2024-12-16,4627
TR01104,U0146,C013,2024-05-11,6301
TR01105,U0182,C042,2023-05-05,4376
TR01106,U0182,C019,2023-01-30,5849
TR01107,U0087,C047,2024-10-07,4330
TR01108,U0057,C024,2024-09-15,7530
TR01109,U0075,C027,2023-09-03,2531
TR01110,U0029,C014,2024-12-27,5186
TR01111,U0023,C025,2023-06-12,1504
TR01112,U0029,C021,2023-11-15,7619
TR01113,U0138,C019,2024-07-18,5849
TR01114,U0192,C043,2023-01-15,6645
TR01115,U0106,C042,2024-07-19,4376
TR01116,U0033,C048,2024-02-22,3703
TR01117,U0139,C006,2023-04-06,2324
TR01118,U0151,C019,2023-08-19,5849
TR01119,U0113,C020,2023-04-27,4709
TR01120,U0194,C042,2024-04-17,4376
TR01121,U0166,C008,2023-05-01,8419
TR01122,U0117,C007,2024-10-25,4141
TR01123,U0120,C035,2023-06-07,7316
TR01124,U0097,C010,2024-05-25,2810
TR01125,U0164,C031,2023-10-26,6029
TR01126,U0016,C044,2024-06-05,4486
TR01127,U0198,C050,2024-12-23,9120
TR01128,U0115,C046,2023-10-07,9053
TR01129,U0081,C016,2024-03-01,6977
TR01130,U0038,C016,2024-05-09,6977
TR01131,U0077,C039,2024-04-28,6348
TR01132,U0074,C043,2023-09-07,6645
TR01133,U0194,C043,2024-04-12,6645
TR01134,U0112,C023,2024-07-18,4072
TR01135,U0075,C026,2023-05-29,2214
TR01136,U0193,C021,2024-01-28,7619
TR01137,U0139,C012,2023-07-15,3923
TR01138,U0020,C028,2024-09-05,8576
TR01139,U0152,C002,2024-06-04,9691
TR01140,U0034,C012,2023-05-20,3923
TR01141,U0179,C008,2023-03-13,8419
TR01142,U0080,C034,2023-10-10,4627
TR01143,U0154,C010,2024-02-29,2810
TR01144,U0033,C007,2023-12-15,4141
TR01145,U0037,C002,2024-06-03,9691
TR01146,U0197,C045,2023-10-01,4584
TR01147,U0059,C001,2023-01-03,2365
TR01148,U0025,C018,2023-10-17,5748
TR01149,U0056,C030,2023-11-02,1928
TR01150,U0017,C016,2024-08-24,6977
TR01151,U0106,C015,2024-08-16,9905
TR01152,U0105,C010,2024-11-06,2810
TR01153,U0025,C017,2024-05-16,5268
TR01154,U0120,C038,2023-06-02,5175
TR01155,U0098,C040,2024-04-02,7190
TR01156,U0064,C045,2024-07-05,4584
TR01157,U0186,C042,2024-05-10,4376
TR01158,U0167,C035,2023-12-20,7316
TR01159,U0042,C036,2023-12-07,2852
TR01160,U0132,C042,2024-07-19,4376
TR01161,U0068,C005,2024-07-10,5312
TR01162,U0035,C041,2024-01-22,2256
TR01163,U0089,C009,2024-04-11,4486
TR01164,U0034,C043,2023-11-26,6645
TR01165,U0057,C023,2023-07-13,4072
TR01166,U0189,C027,2024-12-15,2531
TR01167,U0016,C001,2023-09-02,2365
TR01168,U0079,C047,2024-08-08,4330
TR01169,U0063,C045,2024-01-28,4584
TR01170,U0148,C012,2023-08-28,3923
TR01171,U0068,C004,2024-02-25,8494
TR01172,U0106,C050,2023-02-14,9120
TR01173,U0043,C046,2023-11-22,9053
TR01174,U0200,C010,2024-04-29,2810
TR01175,U0145,C015,2024-12-23,9905
TR01176,U0119,C013,2024-01-26,6301
TR01177,U0066,C035,2024-01-31,7316
TR01178,U0031,C010,2024-11-10,2810
TR01179,U0169,C026,2024-10-29,2214
TR01180,U0128,C006,2023-06-05,2324
TR01181,U0105,C010,2024-05-22,2810
TR01182,U0139,C038,2023-02-07,5175
TR01183,U0126,C005,2023-05-10,5312
TR01184,U0073,C036,2024-05-29,2852
TR01185,U0160,C047,2024-08-27,4330
TR01186,U0062,C035,2023-12-06,7316
TR01187,U0193,C031,2023-04-13,6029
TR01188,U0066,C007,2024-03-26,4141
TR01189,U0057,C038,2023-04-13,5175
TR01190,U0182,C045,2024-06-22,4584
TR01191,U0143,C011,2024-04-12,7588
TR01192,U0162,C043,2023-01-16,6645
TR01193,U0123,C024,2023-05-28,7530
TR01194,U0146,C025,2024-02-24,1504
TR01195,U0048,C044,2024-11-01,4486
TR01196,U0094,C031,2023-06-08,6029
TR01197,U0181,C042,2023-03-18,4376
TR01198,U0082,C043,2024-04-25,6645
TR01199,U0114,C006,2023-09-29,2324
TR01200,U0114,C031,2023-12-13,6029
